property_id,url,rental_price,bedrooms,bathrooms,car_spaces,property_type,land_area,property_features,suburb,postcode,scraped_date,wayback_url,wayback_time
13015464,/32-18-queen-street-melbourne-vic-3000-13015464,$495.00 Per Week,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/32-18-queen-street-melbourne-vic-3000-13015464,20230901131901
16096996,/312b-399-bourke-street-melbourne-vic-3000-16096996,$450,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/312b-399-bourke-street-melbourne-vic-3000-16096996,20230901131901
16630441,/2805-220-spencer-street-melbourne-vic-3000-16630441,$430 per week,,1,,Apartment / Unit / Flat,0,", ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/2805-220-spencer-street-melbourne-vic-3000-16630441,20230901131901
16630600,/305-39-queen-street-melbourne-vic-3000-16630600,$460 pw,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/305-39-queen-street-melbourne-vic-3000-16630600,20230901131901
16630846,/511-118-franklin-street-melbourne-vic-3000-16630846,$550,2,1,,Apartment / Unit / Flat,0,"2, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/511-118-franklin-street-melbourne-vic-3000-16630846,20230901131901
16630868,/301-565-flinders-street-melbourne-vic-3000-16630868,$400 pw,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/301-565-flinders-street-melbourne-vic-3000-16630868,20230901131901
16631346,/5-650-elizabeth-street-melbourne-vic-3000-16631346,$500 per week,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/5-650-elizabeth-street-melbourne-vic-3000-16631346,20230901131901
16632167,/1212-555-flinders-street-melbourne-vic-3000-16632167,$450 per week,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/1212-555-flinders-street-melbourne-vic-3000-16632167,20230901131901
16632664,/11-187-collins-street-melbourne-vic-3000-16632664,$800.00 pw,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/11-187-collins-street-melbourne-vic-3000-16632664,20230901131901
16633916,/2408-5-sutherland-street-melbourne-vic-3000-16633916,$580,2,1,,Apartment / Unit / Flat,0,"2, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/2408-5-sutherland-street-melbourne-vic-3000-16633916,20230901131901
16633920,/1413-199-william-street-melbourne-vic-3000-16633920,$650,2,1,,Apartment / Unit / Flat,0,"2, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/1413-199-william-street-melbourne-vic-3000-16633920,20230901131901
16633928,/403-17-singers-lane-melbourne-vic-3000-16633928,$450 per week,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/403-17-singers-lane-melbourne-vic-3000-16633928,20230901131901
16634706,/1-113-brook-street-melbourne-vic-3000-16634706,$600,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/1-113-brook-street-melbourne-vic-3000-16634706,20230901131901
16634885,/3201-318-queen-street-melbourne-vic-3000-16634885,$550 pw,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/3201-318-queen-street-melbourne-vic-3000-16634885,20230901131901
16634889,/2302-17-spring-street-melbourne-vic-3000-16634889,"$1,500.00 Per Week",2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/2302-17-spring-street-melbourne-vic-3000-16634889,20230901131901
16635998,/301-499-st-kilda-road-melbourne-vic-3000-16635998,$470,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/301-499-st-kilda-road-melbourne-vic-3000-16635998,20230901131901
16636845,/3313-228-la-trobe-street-melbourne-vic-3000-16636845,$900,2,1,2,House,0,"2, ,1, ,2,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/3313-228-la-trobe-street-melbourne-vic-3000-16636845,20230901131901
16636968,/1902-200-spencer-street-melbourne-vic-3000-16636968,$630 pw,2,1,1,Apartment / Unit / Flat,0,"2, ,1, ,1,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/1902-200-spencer-street-melbourne-vic-3000-16636968,20230901131901
16637229,/210-422-collins-street-melbourne-vic-3000-16637229,$475 Per Week,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/210-422-collins-street-melbourne-vic-3000-16637229,20230901131901
16637685,/904-265-exhibition-street-melbourne-vic-3000-16637685,$850 Per Week,2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",MELBOURNE,3000,2023-09-01 13:19:01,https://web.archive.org/web/20230901131901/https://www.domain.com.au/904-265-exhibition-street-melbourne-vic-3000-16637685,20230901131901
